report_name,scope,year,value,unit,label
Fresenius SE_2019_report,scope_1,2019,517.0,tCO₂ equivalents in thousands,Total Scope 1
Fresenius SE_2019_report,scope_1,2018,521.0,tCO₂ equivalents in thousands,Total Scope 1
ViacomCBS_ESG Report_2020-2021_vFINAL,scope_3,2019,819682.0,MT,Scope 3 (TOTAL)
ViacomCBS_ESG Report_2020-2021_vFINAL,scope_3,2020,6878548.0,MT,Scope 3 (TOTAL)
acuity brands inc_2022_report,scope_1,FY 2022,34327.0,MT CO2e,Total Scope 1
acuity brands inc_2022_report,scope_2_market_based,FY 2022,42234.0,MT CO2e,Total Scope 2
acuity brands inc_2022_report,scope_3,FY 2022,35119419.0,MT CO2e,Total Scope 3
aixtron_2020_report,scope_1,2020,322.84,tonnes,total
aixtron_2020_report,scope_1,2019,170.8,tonnes,total
aixtron_2020_report,scope_2_location_based,2020,398.14,tonnes,total
aixtron_2020_report,scope_2_location_based,2019,406.6,tonnes,total
aixtron_2020_report,scope_3,2020,1310.1,tonnes,total
aixtron_2020_report,scope_3,2019,3637.97,tonnes,total
autoneum holding_2019_report,scope_1,2019,116274.0,metric tons CO2 equivalents,total
autoneum holding_2019_report,scope_1,2018,109577.0,metric tons CO2 equivalents,total
autoneum holding_2019_report,scope_1,2017,81077.0,metric tons CO2 equivalents,total
autoneum holding_2019_report,scope_2_location_based,2019,264287.0,metric tons CO2 equivalents,total
autoneum holding_2019_report,scope_2_location_based,2018,256550.0,metric tons CO2 equivalents,total
autoneum holding_2019_report,scope_2_location_based,2017,235014.0,metric tons CO2 equivalents,total
autoneum holding_2019_report,scope_3,2019,420238.0,metric tons CO2 equivalents,total
autoneum holding_2019_report,scope_3,2018,525214.0,metric tons CO2 equivalents,total
autoneum holding_2019_report,scope_3,2017,448185.0,metric tons CO2 equivalents,total
bekaert (d) sa_2022_report,scope_3,2019,6045636.0,ton CO2e,Total Scope 3 emissions
bekaert (d) sa_2022_report,scope_3,2021,6736962.0,ton CO2e,Total Scope 3 emissions
bekaert (d) sa_2022_report,scope_3,2022,6187086.0,ton CO2e,Total Scope 3 emissions
fujifilm_2022_report,scope_1,FY2017,687.0,kt CO2e,Fujifilm Group Total
fujifilm_2022_report,scope_1,FY2018,672.0,kt CO2e,Fujifilm Group Total
fujifilm_2022_report,scope_1,FY2019,633.0,kt CO2e,Fujifilm Group Total
fujifilm_2022_report,scope_1,FY2020,603.0,kt CO2e,Fujifilm Group Total
