model,maxToken,report,duration,pages,t_inf/page
Qwen/Qwen3-VL-32B-Thinking,16384,Allianz_2022_report,242.84,7,34.69
Qwen/Qwen3-VL-32B-Thinking,16384,Fresenius SE_2019_report,179.22,7,25.6
Qwen/Qwen3-VL-32B-Thinking,16384,ViacomCBS_ESG Report_2020-2021_vFINAL,633.18,7,90.45
Qwen/Qwen3-VL-32B-Thinking,16384,acuity brands inc_2022_report,767.2,8,95.9
Qwen/Qwen3-VL-32B-Thinking,16384,addtech_2022_report,327.46,9,36.38
Qwen/Qwen3-VL-32B-Thinking,16384,aixtron_2020_report,435.67,7,62.24
Qwen/Qwen3-VL-32B-Thinking,16384,autoneum holding_2019_report,238.0,7,34.0
Qwen/Qwen3-VL-32B-Thinking,16384,bekaert (d) sa_2022_report,805.15,7,115.02
Qwen/Qwen3-VL-32B-Thinking,16384,blackline safety_2021_report,151.62,7,21.66
Qwen/Qwen3-VL-32B-Thinking,16384,cabot corp_2018_report,239.75,7,34.25
Qwen/Qwen3-VL-32B-Thinking,16384,dampskibsselskabet norden_2019_report,262.33,7,37.48
Qwen/Qwen3-VL-32B-Thinking,16384,evolution mining ltd_2020_report,287.21,9,31.91
Qwen/Qwen3-VL-32B-Thinking,16384,fujifilm_2022_report,188.27,7,26.9
Qwen/Qwen3-VL-32B-Thinking,16384,georg fischer ag_2018_report,302.36,9,33.6
Qwen/Qwen3-VL-32B-Thinking,16384,granite construction inc_2020_report,840.67,7,120.1
Qwen/Qwen3-VL-32B-Thinking,16384,h. lundbeck_2021_report,263.85,7,37.69
Qwen/Qwen3-VL-32B-Thinking,16384,hammerson reit_2021_report,377.72,9,41.97
Qwen/Qwen3-VL-32B-Thinking,16384,huhtamaki_2018_report,282.16,7,40.31
Qwen/Qwen3-VL-32B-Thinking,16384,inchcape plc_2022_report,364.05,9,40.45
Qwen/Qwen3-VL-32B-Thinking,16384,innospec inc_2020_report,402.42,5,80.48
Qwen/Qwen3-VL-32B-Thinking,16384,kfw_2018_report,717.1,7,102.44
Qwen/Qwen3-VL-32B-Thinking,16384,kilroy realty_2017_report,294.34,9,32.7
Qwen/Qwen3-VL-32B-Thinking,16384,kilroy realty_2018_report,794.41,9,88.27
Qwen/Qwen3-VL-32B-Thinking,16384,morinaga ltd_2020_report,332.36,7,47.48
Qwen/Qwen3-VL-32B-Thinking,16384,nok corporation_2021_report,625.82,5,125.16
Qwen/Qwen3-VL-32B-Thinking,16384,nordea_2017_report,378.18,9,42.02
Qwen/Qwen3-VL-32B-Thinking,16384,salzgitter ag_2018_report,423.12,7,60.45
Qwen/Qwen3-VL-32B-Thinking,16384,sato oyj_2022_report,358.12,9,39.79
Qwen/Qwen3-VL-32B-Thinking,16384,stantec inc_2019_report,188.35,7,26.91
Qwen/Qwen3-VL-32B-Thinking,16384,toshiba tec corp_2022_report,720.96,9,80.11
Qwen/Qwen3-VL-32B-Thinking,16384,uniper_2019_report,479.01,7,68.43
Qwen/Qwen3-VL-32B-Thinking,16384,varta ag_2021_report,344.6,7,49.23
