model,maxToken,report,duration,pages,t_inf/page
Qwen/Qwen3-VL-32B-Thinking,16384,Allianz_2022_report,371.9,7,53.13
Qwen/Qwen3-VL-32B-Thinking,16384,Fresenius SE_2019_report,265.87,7,37.98
Qwen/Qwen3-VL-32B-Thinking,16384,ViacomCBS_ESG Report_2020-2021_vFINAL,557.51,7,79.64
Qwen/Qwen3-VL-32B-Thinking,16384,acuity brands inc_2022_report,340.09,8,42.51
Qwen/Qwen3-VL-32B-Thinking,16384,addtech_2022_report,379.67,9,42.19
Qwen/Qwen3-VL-32B-Thinking,16384,aixtron_2020_report,220.54,7,31.51
Qwen/Qwen3-VL-32B-Thinking,16384,autoneum holding_2019_report,274.79,7,39.26
Qwen/Qwen3-VL-32B-Thinking,16384,bekaert (d) sa_2022_report,680.8,7,97.26
Qwen/Qwen3-VL-32B-Thinking,16384,blackline safety_2021_report,663.66,7,94.81
Qwen/Qwen3-VL-32B-Thinking,16384,cabot corp_2018_report,250.27,7,35.75
Qwen/Qwen3-VL-32B-Thinking,16384,dampskibsselskabet norden_2019_report,252.29,7,36.04
Qwen/Qwen3-VL-32B-Thinking,16384,evolution mining ltd_2020_report,363.35,9,40.37
Qwen/Qwen3-VL-32B-Thinking,16384,fujifilm_2022_report,287.53,7,41.08
Qwen/Qwen3-VL-32B-Thinking,16384,georg fischer ag_2018_report,371.69,9,41.3
Qwen/Qwen3-VL-32B-Thinking,16384,granite construction inc_2020_report,786.32,7,112.33
Qwen/Qwen3-VL-32B-Thinking,16384,h. lundbeck_2021_report,240.2,7,34.31
Qwen/Qwen3-VL-32B-Thinking,16384,hammerson reit_2021_report,255.69,9,28.41
Qwen/Qwen3-VL-32B-Thinking,16384,huhtamaki_2018_report,260.18,7,37.17
Qwen/Qwen3-VL-32B-Thinking,16384,inchcape plc_2022_report,391.27,9,43.47
Qwen/Qwen3-VL-32B-Thinking,16384,innospec inc_2020_report,548.52,5,109.7
Qwen/Qwen3-VL-32B-Thinking,16384,kfw_2018_report,802.52,7,114.65
Qwen/Qwen3-VL-32B-Thinking,16384,kilroy realty_2017_report,180.42,9,20.05
Qwen/Qwen3-VL-32B-Thinking,16384,kilroy realty_2018_report,718.39,9,79.82
Qwen/Qwen3-VL-32B-Thinking,16384,morinaga ltd_2020_report,312.58,7,44.65
Qwen/Qwen3-VL-32B-Thinking,16384,nok corporation_2021_report,280.95,5,56.19
Qwen/Qwen3-VL-32B-Thinking,16384,nordea_2017_report,205.46,9,22.83
Qwen/Qwen3-VL-32B-Thinking,16384,salzgitter ag_2018_report,375.72,7,53.67
Qwen/Qwen3-VL-32B-Thinking,16384,sato oyj_2022_report,337.13,9,37.46
Qwen/Qwen3-VL-32B-Thinking,16384,stantec inc_2019_report,224.83,7,32.12
Qwen/Qwen3-VL-32B-Thinking,16384,toshiba tec corp_2022_report,683.44,9,75.94
Qwen/Qwen3-VL-32B-Thinking,16384,uniper_2019_report,325.78,7,46.54
Qwen/Qwen3-VL-32B-Thinking,16384,varta ag_2021_report,432.5,7,61.79
